producto,categoria,precio,Rubro,categoria,,569,electro
CELULAR SAMSUNG SM-M135MLBGARO13 4GB+128BG BLUE,celulares,404.79703,001-3562,celulares,,,
CELULAR TCL 20B SAPCE GRAY RVA 4G/64G,celulares,259.545,001-3562,celulares,,,
CELULAR TCL 20SE 6G/256G GRIS RVA,celulares,366.025,001-3562,celulares,,,
CELULAR TCL 30E SAPCE GRAY RVA 3G/64G,celulares,259.545,001-3562,celulares,,,
CELULAR TCL 30SE SAPCE GRAY RVA 4GB/128G,celulares,296.1475,001-3562,celulares,,,
CELULAR XIAOMI 11T PRO 12GB+256G M.GRAY,celulares,1382.27012,001-3562,celulares,,,
CELULAR XIAOMI 11T PRO 12GB+256G M.WHITE,celulares,1382.27012,001-3562,celulares,,,
CELULAR XIAOMI 11T PRO 8GB+128G C. BLUE,celulares,1231.76064,001-3562,celulares,,,
CELULAR XIAOMI 11T PRO 8GB+128G M.GRAY,celulares,1231.76064,001-3562,celulares,,,
CELULAR XIAOMI 11T PRO 8GB+256G M.GRAY,celulares,1190.14027,001-3562,celulares,,,
CELULAR XIAOMI 12X 5G 8GB+128GB GRAY,celulares,1491.30564,001-3562,celulares,,,
CELULAR XIAOMI 12X 5G 8GB+256GB C.BLUE,celulares,1494.36694,001-3562,celulares,,,
CELULAR XIAOMI 12X 5G 8GB+256GB PURPLE,celulares,1494.36694,001-3562,celulares,,,
CELULAR XIAOMI MI 11 LITE  5G NE 8GB+128GB B BLUE,celulares,783.43991,001-3562,celulares,,,
CELULAR XIAOMI MI 11 LITE  5G NE 8GB+128GB B. BLUE,celulares,818.65817,001-3562,celulares,,,
CELULAR XIAOMI MI 11 LITE  5G NE 8GB+128GB BLACK,celulares,818.65817,001-3562,celulares,,,
CELULAR XIAOMI MI 11 LITE  5G NE 8GB+128GB M GREEN,celulares,805.85395,001-3562,celulares,,,
CELULAR XIAOMI MI 11 LITE  5G NE 8GB+128GB P.PINK,celulares,799.45184,001-3562,celulares,,,
CELULAR XIAOMI MI 11 LITE  5G NE 8GB+128GB S.WHITE,celulares,783.43991,001-3562,celulares,,,
CELULAR XIAOMI MI 11 LITE  5G NE 8GB+128GB T.BLACK,celulares,799.45184,001-3562,celulares,,,
CELULAR XIAOMI NOTE 10S  6GB + 128GB ONYX GREY,celulares,610.7959,001-3562,celulares,,,
CELULAR XIAOMI POCO F3 6GB + 128GB A.WHITE,celulares,828.26799,001-3562,celulares,,,
CELULAR XIAOMI POCO F3 6GB + 128GB M.SILVER,celulares,828.26799,001-3562,celulares,,,
CELULAR XIAOMI POCO F3 6GB + 128GB N.BLACK,celulares,828.26799,001-3562,celulares,,,
CELULAR XIAOMI POCO F3 6GB + 128GB NIGHT BLACK,celulares,828.26799,001-3562,celulares,,,
CELULAR XIAOMI POCO F3 6GB + 128GB OCEAN BLUE,celulares,828.26799,001-3562,celulares,,,
CELULAR XIAOMI POCO F4 GT 5G 12G+256GB C.YELLOW,celulares,1548.80484,001-3562,celulares,,,
CELULAR XIAOMI POCO F4 GT 5G 12G+256GB K.SILVER,celulares,1548.80484,001-3562,celulares,,,
CELULAR XIAOMI POCO F4 GT 5G 12G+256GB S.BLACK,celulares,1548.80484,001-3562,celulares,,,
CELULAR XIAOMI POCO M3 4GB + 128GB POWER BLACK,celulares,560.27114,001-3562,celulares,,,
CELULAR XIAOMI POCO M3 PRO 5G  6GB + 128GB P.BLACK,celulares,559.88515,001-3562,celulares,,,
CELULAR XIAOMI POCO M3 PRO 5G  6GB + 128GB YELLOW,celulares,508.02939,001-3562,celulares,,,
CELULAR XIAOMI POCO M3 PRO 5G  6GB + 128GB YELLOW,celulares,508.02939,001-3562,celulares,,,
CELULAR XIAOMI POCO M4 PRO 4G  6GB + 128GB YELLOW,celulares,524.04132,001-3562,celulares,,,
CELULAR XIAOMI POCO M4 PRO 4G  8GB + 256GB C.BLUE,celulares,620.1129,001-3562,celulares,,,
CELULAR XIAOMI POCO M4 PRO 5G  6GB + 128GB BLACK,celulares,575.28482,001-3562,celulares,,,
CELULAR XIAOMI POCO M4 PRO 5G  6GB + 128GB BLUE,celulares,575.28482,001-3562,celulares,,,
CELULAR XIAOMI POCO M4 PRO 5G  6GB + 128GB P.BLACK,celulares,575.28482,001-3562,celulares,,,
CELULAR XIAOMI POCO M4 PRO 5G  6GB + 128GB YELLOW,celulares,575.28482,001-3562,celulares,,,
CELULAR XIAOMI POCO M4 PRO 5G 6GB+128 CAJA ROTA,celulares,539.3212,001-3562,celulares,,,
CELULAR XIAOMI POCO X3 PRO 8GB + 256GB FROST BLUE,celulares,997.99711,001-3562,celulares,,,
CELULAR XIAOMI POCO X4 PRO 5G 6GB + 128GB L.BLACK,celulares,783.43991,001-3562,celulares,,,
CELULAR XIAOMI POCO X4 PRO 5G 6GB + 128GB L.BLUE,celulares,751.41605,001-3562,celulares,,,
CELULAR XIAOMI POCO X4 PRO 5G 6GB + 128GB L.BLUE,celulares,751.41605,001-3562,celulares,,,
CELULAR XIAOMI POCO X4 PRO 5G 6GB + 128GB YELLOW,celulares,751.41605,001-3562,celulares,,,
CELULAR XIAOMI POCO X4 PRO 5G 6GB + 128GB YELLOW,celulares,783.43991,001-3562,celulares,,,
CELULAR XIAOMI POCO X4 PRO 5G 8GB + 256GB BLACK,celulares,876.30378,001-3562,celulares,,,
CELULAR XIAOMI POCO X4 PRO 5G 8GB + 256GB L.BLUE,celulares,847.48763,001-3562,celulares,,,
CELULAR XIAOMI REDMI 10  4GB + 128GB CARBON GREY,celulares,469.60342,001-3562,celulares,,,
CELULAR XIAOMI REDMI 10  4GB + 128GB CARBON GREY,celulares,469.60342,001-3562,celulares,,,
CELULAR XIAOMI REDMI 10  4GB + 128GB PEBBLE WHITE,celulares,469.60342,001-3562,celulares,,,
CELULAR XIAOMI REDMI 10  4GB + 128GB SEA BLUE,celulares,469.60342,001-3562,celulares,,,
CELULAR XIAOMI REDMI 10  6GB + 128GB C.GREY 2022,celulares,469.60342,001-3562,celulares,,,
CELULAR XIAOMI REDMI 10  6GB + 128GB PEBBLE WHITE,celulares,469.60342,001-3562,celulares,,,
CELULAR XIAOMI REDMI 10A 4GB + 128GB GRAPHITE GRAY,celulares,363.92202,001-3562,celulares,,,
CELULAR XIAOMI REDMI 10C 4GB + 128GB GRAPHITE GRAY,celulares,408.76341,001-3562,celulares,,,
CELULAR XIAOMI REDMI 10C 4GB + 128GB MINT GREEN,celulares,408.76341,001-3562,celulares,,,
CELULAR XIAOMI REDMI 10C 4GB + 128GB OCEAN BLUE,celulares,408.76341,001-3562,celulares,,,
CELULAR XIAOMI REDMI 10C 4GB + 64GB GRAPHITE GREY,celulares,415.16552,001-3562,celulares,,,
CELULAR XIAOMI REDMI 10C 4GB + 64GB GRAPHITE GREY,celulares,415.16552,001-3562,celulares,,,
CELULAR XIAOMI REDMI 10C 4GB + 64GB OCEAN BLUE,celulares,415.16552,001-3562,celulares,,,
CELULAR XIAOMI REDMI 9C 4GB +128GB AURORA GREEN,celulares,363.92202,001-3562,celulares,,,
CELULAR XIAOMI REDMI 9C 4GB +128GB LAVENDER PURPLE,celulares,405.5557,001-3562,celulares,,,
CELULAR XIAOMI REDMI 9C 4GB +128GB MIDNIGHT GRAY,celulares,399.15359,001-3562,celulares,,,
CELULAR XIAOMI REDMI 9T 6GB +128GB TWILIGHT BLUE,celulares,543.26096,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 10 4GB + 64GB  ONYX GRAY,celulares,497.30153,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 10 5G 4GB + 128GB G.GRAY,celulares,540.05325,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 10 5G 4GB + 128GB G.GRAY,celulares,504.82168,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 10 5G 4GB + 128GB G.GRAY,celulares,504.82168,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 10 5G 4GB + 128GB N.BLUE,celulares,504.82168,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 10 5G 4GB + 128GB N.BLUE,celulares,540.05325,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 10 5G 4GB + 128GB N.BLUE,celulares,504.82168,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 10 5G 4GB +128GB A.GREEN,celulares,504.82168,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 10 PRO 8GB + 128G BRONCE,celulares,700.17255,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 10 PRO 8GB + 128G G.BLUE,celulares,700.17255,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 10 PRO 8GB + 128GB GRAY,celulares,754.45073,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 10 PRO 8GB +128 N.PURPLE,celulares,700.17255,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 10 PRO 8GB +128G A.GREEN,celulares,700.17255,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 10S 6GB + 128GB O BLUE,celulares,620.1129,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 10S 6GB + 128GB O.GREY,celulares,620.1129,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 10S 6GB + 128GB OCE BLUE,celulares,620.1129,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11 4GB + 64GB G.GREY,celulares,476.00553,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11 6GB + 128GB G.GRAY,celulares,549.66307,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11 6GB + 128GB S. BLUE,celulares,549.66307,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11 6GB + 128GB T. BLUE,celulares,549.66307,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11 PRO 5G 6GB+128 G.GRAY,celulares,706.58797,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11 PRO 5G 6GB+128G BLUE,celulares,796.17758,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11 PRO 5G 6GB+128G GRIS,celulares,796.17758,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11 PRO 5G 8GB+128G BLUE,celulares,821.00073,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11 PRO 5G 8GB+128G GRIS,celulares,810.40597,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11 PRO+ 5G 8GB+128G GREE,celulares,981.98518,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11 PRO+ 5G 8GB+128G GRIS,celulares,981.98518,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11 PRO+ 5G 8GB+256 GREEN,celulares,1050.14569,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11 PRO+ 5G 8GB+256G BLUE,celulares,1027.1327,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11 PRO+ 5G 8GB+256G GRAY,celulares,1050.14569,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11 PRO+ 5G 8GB+256G GREE,celulares,1037.70084,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11 PRO+ 5G 8GB+256G GRIS,celulares,1042.82519,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11S 6GB + 128GB  G. GRAY,celulares,623.32061,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11S 6GB + 128GB G. GRAY,celulares,623.32061,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11S 8GB + 128GB  G.GRAY,celulares,658.53887,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11S 8GB + 128GB  P.WHITE,celulares,658.53887,001-3562,celulares,,,
CELULAR XIAOMI REDMI NOTE 11S 8GB + 128GB  T.BLUE,celulares,658.53887,001-3562,celulares,,,
IMPRESORA TERMICA OCOM 80MM USB+RS232+LAN+WIFI,electro,174.72037,001-900,electro,,,
IMPRESORA TERMICA PORTATIL BROTHER  PJ723 + TRAFO,electro,901.26003,001-900,electro,,,
BASE P/LECTOR HONEYWELL XENON 1950G 15 CM RIGIDA,electro,57.87188,001-980,electro,,,
BASE P/LECTOR HONEYWELL XENON 1950G 22CM FLEXIBLE,electro,35.57763,001-980,electro,,,
COLECTOR HONEYWELL EDA51 2GB ANDROID 10 BT WIFI,electro,918.35007,001-980,electro,,,
LECTOR HONEYWELL 1250G USB BLACK 1D C/BASE,electro,136.09475,001-980,electro,,,
LECTOR HONEYWELL 1472G 2D BT BLACK USB WIRELESS,electro,418.63943,001-980,electro,,,
LECTOR OCOM LASER OCBS-LA15 USB 1D C/BASE,electro,38.89182,001-980,electro,,,
LECTOR OCOM OCBS-T214 USB 1D-2D OMNI-DIRECCIONAL,electro,162.30214,001-980,electro,,,
PC CX AMD 4700S+16G+SSD240G+VGA1GB,pc,574.65925,002-0015,pc,,,
PC CX AMD APU A6 7480+1T+4G+DVDRW     (GIGA),pc,452.77375,002-0015,pc,,,
PC CX AMD RYZEN 3 4350G+8G+SSD240 (ECS),pc,607.567675,002-0015,pc,,,
PC CX AMD RYZEN 3 4350G+8G+SSD240 (MSI),pc,622.566945,002-0015,pc,,,
PC CX AMD RYZEN 5 3400G+8G+SSD240 (GIGA),pc,723.7087,002-0015,pc,,,
PC CX AMD RYZEN 5 4650G+8G+SSD240 (MSI),pc,600.201745,002-0015,pc,,,
PC CX AMD RYZEN 5 5600G+8G+SSD480G (MSI),pc,623.004525,002-0015,pc,,,
PC CX INTEL G5905+4G+SSD240 (ECS),pc,419.116555,002-0015,pc,,,
PC CX INTEL G5925+8G+SSD240 (ASUS),pc,457.39265,002-0015,pc,,,
PC CX INTEL G6405+4G+SSD240G (ASUS)��,pc,462.096635,002-0015,pc,,,
PC CX INTEL G6405+4G+SSD240G� (MSI)��,pc,475.734545,002-0015,pc,,,
PC CX INTEL G6405+8G+SSD240G (ASUS)��,pc,480.65732,002-0015,pc,,,
PC CX INTEL I3 10105+4G+SSD240G (ASUS),pc,550.463485,002-0015,pc,,,
PC CX INTEL I3 10105+4G+SSD240G (ECS),pc,540.545005,002-0015,pc,,,
PC CX INTEL I3 10105+4G+SSD240G (MSI),pc,563.62735,002-0015,pc,,,
PC CX INTEL I3 10105+8G+SSD240G (ASUS),pc,568.63521,002-0015,pc,,,
PC CX INTEL I3 10105+8G+SSD240G (ECS),pc,568.58659,002-0015,pc,,,
PC CX INTEL I3 10105+8G+SSD480�(ASUS),pc,589.17716,002-0015,pc,,,
PC CX INTEL I5 10400+8G+SSD240�(ASUS),pc,631.269925,002-0015,pc,,,
PC CX INTEL I5 10400+8G+SSD480 (ASUS),pc,627.720665,002-0015,pc,,,
PC CX INTEL I7 10700+8G+SSD240 (ASUS),pc,849.02675,002-0015,pc,,,
PC CX INTEL I7 10700+8G+SSD480 (ASUS),pc,866.55426,002-0015,pc,,,
PC CX INTEL I7 10700+8G+SSD480 (MSI),pc,880.41096,002-0015,pc,,,
PC CX INTEL I7 11700+8G+SSD480G (ASUS),pc,940.663295,002-0015,pc,,,
PC GAMEMAX AMD 4700S+16G+SSD480G+VGA 2GB,pc,901.840225,002-0015,pc,,,
PC GAMER GIGA AMD R5+16G+SSD960G+VGA8G+FTE600W,pc,2666.187095,002-0015,pc,,,
PC GAMER PERFORMANCE AMD  4700S+16G+SSD480+VGA4G,pc,1309.48246,002-0015,pc,,,
PC MINI CX MOON INTEL I5 10400+8G+SSD240 WIFI (MSI,pc,748.492745,002-0015,pc,,,
PC MINI CX MOON INTEL I7 10700+8G+SSD240 WIFI (MSI,pc,987.32634,002-0015,pc,,,
PC MINI CX PLUTON INTEL+SSD240G+8G+PAR+2SERIE,pc,512.98962,002-0015,pc,,,
PC PERFORMANCE AMD RYZEN 5 5600G+8G+SSD480G (ASUS),pc,632.35172,002-0015,pc,,,
PC PERFORMANCE AMD RYZEN 7 4750G+8G+SSD480 (ECS),pc,887.50948,002-0015,pc,,,
PC PERFORMANCE INTEL G6405+4G+SSD240G (ECS),pc,431.62405,002-0015,pc,,,
PC PERFORMANCE INTEL I3 10105+8G+SSD240 (MSI),pc,551.01046,002-0015,pc,,,
PC PERFORMANCE INTEL I5 10400+8G+SSD240 (MSI),pc,589.553965,002-0015,pc,,,
PC PERFORMANCE INTEL I7 10700+8G+SSD240 (MSI),pc,828.38756,002-0015,pc,,,
PC PERFORMANCE INTEL I7 10700+8G+SSD480 (MSI),pc,865.156435,002-0015,pc,,,
PC CX AMD RYZEN 3 2200G PRO+4G+1T+WF+W10H+WC+M19,pc,982.39141,002-0021,pc,,,
SSD 1TB WESTERN DIGITAL RED 2.5,discos,271.676405,002-0137,discos,,,
SSD 240GB ADATA SU630 BLISTER,discos,43.113785,002-0137,discos,,,
SSD 240GB ADATA SU650SS BLISTER,discos,43.90386,002-0137,discos,,,
SSD 240GB GIGABYTE SATA 6.0GB/S,discos,59.72967,002-0137,discos,,,
SSD 240GB HIKVISION C100 SINGLE TRAY,discos,42.165695,002-0137,discos,,,
SSD 240GB KINGSTON A400 SATAIII 2.5,discos,44.21989,002-0137,discos,,,
SSD 240GB MSI SPATIUM S270 SATA 6.0GB/S,discos,43.381195,002-0137,discos,,,
SSD 256GB KINGSTON KC600 SATAIII 2.5,discos,78.168805,002-0137,discos,,,
SSD 480GB ADATA SU630 BLISTER,discos,66.00165,002-0137,discos,,,
SSD 480GB KINGSTON A400 SATAIII 2.5,discos,64.773995,002-0137,discos,,,
SSD 480GB WESTERN DIGITAL GREEN 2.5 545MB/S,discos,77.585365,002-0137,discos,,,
SSD 480GB WESTERN DIGITAL GREEN 2.5 545MB/S,discos,74.497995,002-0137,discos,,,
SSD 512GB KINGSTON KC600 SATAIII 2.5,discos,140.70628,002-0137,discos,,,
SSD 960GB KINGSTON A400 SATAIII 2.5,discos,129.54799,002-0137,discos,,,
SSD M.2 240GB WESTERN DIGITAL GREEN 545MB/S,discos,53.40907,002-0137,discos,,,
SSD M.2 480GB WESTERN DIGITAL GREEN 545MB/S,discos,70.37745,002-0137,discos,,,
SSD M.2 NVME 1TB ADATA FALCON,discos,195.9386,002-0137,discos,,,
SSD M.2 NVME 1TB ADATA XPG GAMMIX S50 LITE,discos,223.226575,002-0137,discos,,,
SSD M.2 NVME 1TB ADATA XPG GAMMIXS11 PRO COLOR BOX,discos,223.226575,002-0137,discos,,,
SSD M.2 NVME 1TB GIGABYTE AORUS GEN4 7000S BOX,discos,385.60522,002-0137,discos,,,
SSD M.2 NVME 1TB GIGABYTE BOX,discos,174.728125,002-0137,discos,,,
SSD M.2 NVME 1TB HIKVISION E3000,discos,157.60173,002-0137,discos,,,
SSD M.2 NVME 1TB KINGSTON NV2,discos,134.008875,002-0137,discos,,,
SSD M.2 NVME 1TB SEAGATE FIRECUDA 530 7300/6000,discos,348.14351,002-0137,discos,,,
SSD M.2 NVME 1TB WESTERN DIGITAL BLACK SN 770,discos,196.27894,002-0137,discos,,,
SSD M.2 NVME 1TB WESTERN DIGITAL BLUE SN 570,discos,174.509335,002-0137,discos,,,
SSD M.2 NVME 250GB KINGSTON NV2,discos,48.583535,002-0137,discos,,,
SSD M.2 NVME 256GB GIGABYTE BOX,discos,51.09962,002-0137,discos,,,
SSD M.2 NVME 480GB KINGSTON DC1000B,discos,252.38642,002-0137,discos,,,
SSD M.2 NVME 500GB KINGSTON NV2,discos,73.70792,002-0137,discos,,,
SSD M.2 NVME 500GB WESTERN DIGITAL BLUE SN 570,discos,93.81229,002-0137,discos,,,
SSD M.2 NVME 512GB HIKVISION E3000,discos,72.85707,002-0137,discos,,,
SSD M.2 NVME 960GB KINGSTON DC1000B,discos,457.866695,002-0137,discos,,,
CX DDR2 512MB MEMORY RAM U4C40,rams,15.94736,002-0280,rams,,,
CX MEMORY RAM HP520 SODIMM 512M,rams,17.7463,002-0280,rams,,,
DDR4 16GB HIKVISION 2666MHZ CL19 SINGLE TRAY,rams,130.3016,002-0280,rams,,,
DDR4 16GB QNAP 2400MHZ,rams,685.238125,002-0280,rams,,,
DDR4 32GB QNAP 2666MHZ,rams,1187.5435,002-0280,rams,,,
DDR4 4GB ADATA 2666MHZ CL19,rams,42.68836,002-0280,rams,,,
DDR4 4GB HIKVISION 2666MHZ CL19 BLISTER,rams,42.214315,002-0280,rams,,,
DDR4 4GB HIKVISION 2666MHZ CL19 SINGLE TRAY,rams,42.214315,002-0280,rams,,,
DDR4 4GB KINGSTON 2666MHZ CL16 FURY BEAST BLACK,rams,64.603825,002-0280,rams,,,
DDR4 4GB KINGSTON 2666MHZ CL19 KVR,rams,45.43539,002-0280,rams,,,
DDR4 4GB KINGSTON 3200MHZ CL16 FURY BEAST BLACK,rams,69.684615,002-0280,rams,,,
DDR4 8GB HIKVISION 2666MHZ CL19 SINGLE TRAY,rams,60.87224,002-0280,rams,,,
DDR5 16GB ADATA 4800MHZ CL40 SINGLE TRAY,rams,263.508245,002-0280,rams,,,
DDR5 16GB ADATA XPG 5200MHZ LANCER BLACK,rams,307.776755,002-0280,rams,,,
DDR5 16GB ADATA XPG 5200MHZ LANCER RGB,rams,320.96493,002-0280,rams,,,
DDR5 16GB KINGSTON 4800MHZ CL22 KVR,rams,312.857545,002-0280,rams,,,
DDR5 16GB KINGSTON 4800MHZ CL38 FURY BEAST BLACK,rams,319.38478,002-0280,rams,,,
DDR5 16GB KINGSTON 5600MHZ CL40 FURY BEAST BLACK,rams,357.13821,002-0280,rams,,,
DDR5 16GB KINGSTON 6000MHZ CL40 FURY BEAST BLACK,rams,407.21681,002-0280,rams,,,
DDR5 32GB GIGABYTE AORUS MEMORY 5200MHz 2X16GB,rams,769.02254,002-0280,rams,,,
DDR5 8GB ADATA 4800MHZ CL40 SINGLE TRAY,rams,145.094235,002-0280,rams,,,
DDR5 8GB KINGSTON 4800MHZ CL22 KVR,rams,169.12467,002-0280,rams,,,
DDR5 8GB KINGSTON 4800MHZ CL38 FURY BEAST BLACK,rams,174.217615,002-0280,rams,,,
DDR5 8GB KINGSTON 5200MHZ CL40 FURY BEAST BLACK,rams,180.01555,002-0280,rams,,,
DDR5 8GB KINGSTON 5600MHZ CL40 FURY BEAST BLACK,rams,193.082175,002-0280,rams,,,
DDR5 8GB KINGSTON 6000MHZ CL40 FURY BEAST BLACK,rams,217.76898,002-0280,rams,,,
DIMM 128MB PC100 KINGSTON CL3 - DISCONTINUADA,rams,4.76476,002-0280,rams,,,
SODIMM DDR3 1GB MEMOX 1333,rams,15.21806,002-0280,rams,,,
SODIMM DDR3 1GB MEMOX 1333 CL9 (128X8),rams,17.734145,002-0280,rams,,,
SODIMM DDR3 1GB MEMOX 800MHZ,rams,13.83239,002-0280,rams,,,
SODIMM DDR4 16GB KINGSTON 2400 CL17 KVR,rams,100.509695,002-0280,rams,,,
SODIMM DDR4 16GB KINGSTON 2666 CL19 KCP 16GBIT,rams,167.678225,002-0280,rams,,,
SODIMM DDR4 16GB KINGSTON 2666 CL19 KVR,rams,152.289995,002-0280,rams,,,
SODIMM DDR4 4GB ADATA 2666MHZ SINGLE TRAY,rams,44.815485,002-0280,rams,,,
SODIMM DDR4 4GB KINGSTON 2666 CL19 KCP,rams,53.712945,002-0280,rams,,,
SODIMM DDR4 4GB KINGSTON 3200 KCP,rams,58.07659,002-0280,rams,,,
SODIMM DDR4 4GB QNAP 2666MHZ,rams,266.85087,002-0280,rams,,,
SODIMM DDR4 8GB ADATA 3200MHZ,rams,67.72766,002-0280,rams,,,
SODIMM DDR4 8GB HIKVISION 2666MHZ CL19 BLISTER,rams,59.00037,002-0280,rams,,,
SODIMM DDR4 8GB KINGSTON 2400 CL17 KVR,rams,63.01152,002-0280,rams,,,
SODIMM DDR4 8GB KINGSTON 2666 CL19 KCP (16GBITS),rams,87.83203,002-0280,rams,,,
PEN DRIVE 32GB KINGSTON 3.1 DTX ROJO,memorias,6.089655,002-0281,memorias,,,
PEN DRIVE 32GB SANDISK 3.0 ULTRA SHIFT,memorias,10.91519,002-0281,memorias,,,
PEN DRIVE 64GB SANDISK 3.0 ULTRA SHIFT,memorias,15.278835,002-0281,memorias,,,
CANDADO C/LLAVE PARA MONOPATIN,accesorios,7.548255,002-0299,accesorios,,,
CORREA TRANSPORTE PARA MONOPATIN,accesorios,2.467465,002-0299,accesorios,,,
MONITOR 19 CX 185F  VGA/HDMI,monitores,203.11005,002-0320,monitores,,,
MONITOR 19 CX 185U VGA/HDMI,monitores,203.15867,002-0320,monitores,,,
MONITOR 22 CX 215 HDMI / VGA VESA,monitores,245.543155,002-0320,monitores,,,
MONITOR 22 CX 215M HDMI / VGA FRAMELESS,monitores,248.411735,002-0320,monitores,,,
MONITOR 24 CX 236M HDMI / VGA FRAMELESS,monitores,265.56244,002-0320,monitores,,,
MONITOR 24 CX GAMER HDMI 144 /165HZ,monitores,450.09096,002-0320,monitores,,,
MONITOR 27 CX GAMER HDMI 144HZ/165HZ,monitores,542.39581,002-0320,monitores,,,
MONITOR 27 PERFORMANCE V270 VGA HDMI,monitores,320.34508,002-0320,monitores,,,
MONITOR 32 CX PF236K HDMI FRAMELESS,monitores,567.16572,002-0320,monitores,,,
NB CX 11.6 INTEL N3350+4GB+64GB+SSD256+W10PRO,notebooks,335.26559,002-0361,notebooks,,,
NB CX 11.6 INTEL N3350+4GB+64GB+W10PRO,notebooks,277.88618,002-0361,notebooks,,,
NB CX 14  INTEL PENTIUM 4G+64G+256G+W10H,notebooks,432.98761,002-0361,notebooks,,,
NB CX 14  INTEL PENTIUM 4G+64G+256G+W10H **CAJA DA,notebooks,432.98761,002-0361,notebooks,,,
NB CX 14  INTEL PENTIUM 4G+64G+W10H,notebooks,379.17528,002-0361,notebooks,,,
NB CX 14 INTEL Z8350 2G+32GB IPS FULLHD W10,notebooks,206.38486,002-0361,notebooks,,,
NB CX 14 INTEL Z8350 2G+32GB IPS FULLHD W10 DA�ADO,notebooks,202.25876,002-0361,notebooks,,,
NB CX 14 ULTRASLIM LUMINA B847+SSD240+4G (EXPO),notebooks,402.58757,002-0361,notebooks,,,
NB CX 14 ULTRASLIM LUMINA I3-3217+SSD240+4G (EXPO),notebooks,536.75237,002-0361,notebooks,,,
NB CX 14.1 AMD A9-9400+4GB+192GB+W10PRO,notebooks,484.93654,002-0361,notebooks,,,
NB CX 14.1 AMD A9-9400+4GB+64GB+W10PRO,notebooks,320.94062,002-0361,notebooks,,,
NB CX 14.1 AMD A9-9400+8GB+64GB+256G+W10PRO,notebooks,436.34019,002-0361,notebooks,,,
NB CX 14.1 AMD A9-9400+8GB+64GB+480G+W10PRO,notebooks,444.885155,002-0361,notebooks,,,
NB CX 14.1 QUALCOMM 7C 4GB+128GB+W10PRO+4G LTE,notebooks,391.07497,002-0361,notebooks,,,
NB CX 15.6 INTEL I3 1115G4+8G+SSD240G,notebooks,523.24844,002-0361,notebooks,,,
NB CX 15.6 INTEL I5 1135G7+16G+SSD480G,notebooks,744.29927,002-0361,notebooks,,,
NB CX 15.6 INTEL I5 1135G7+8G+SSD240G,notebooks,666.835455,002-0361,notebooks,,,
NB CX 15.6 INTEL I7 1165G7+16G+SSD480G,notebooks,920.42522,002-0361,notebooks,,,
NB CX 15.6 INTEL I7 1165G7+8G+SSD240G,notebooks,840.32377,002-0361,notebooks,,,
NB CX 15.6 INTEL N3350+4GB+64GB+1TB+W10PRO,notebooks,345.4451,002-0361,notebooks,,,
NB CX 15.6 INTEL N3350+4GB+64GB+256G+W10PRO,notebooks,336.754275,002-0361,notebooks,,,
NB CX 15.6 INTEL N3350+4GB+64GB+W10PRO,notebooks,284.390535,002-0361,notebooks,,,
TABLET 7 PERFORMANCE 4CORE 1G+16G + FUNDA,tablets,82.55676,002-0368,tablets,,,
