Descripcion,cateogira,precio final,,,,569,electro
SISTEMA MESH TENDA NOVA MW3 (2-PACK) AC1200,redes,112.09341,,,,,
SMART WATCH APPLE SERIE 6 40MM RED ALUMINUM SPORT,smartwatch,593.467875,,,,,
SMART WATCH CIRCLE ONE FOX NEGRO,electro,39.91702,,,,,
SMART WATCH HAYLOU LS05S (RT) BLACK,smartwatch,49.00896,,,,,
SMART WATCH HAYLOU RS3 LS04 BLACK,smartwatch,90.87078,,,,,
SMART WATCH KIESLECT K11 BLACK,smartwatch,80.405325,,,,,
SMART WATCH PHONE IMOO Z6 4G DUAL CAM KIDS VERDE,smartwatch,274.715155,,,,,
SMART WATCH PHONE IMOO Z6 4G DUAL CAM KIDS VIOLETA,smartwatch,257.54014,,,,,
SMART WATCH PHONE IMOO Z6 4G VIOLETA - EXPO,smartwatch,240.37728,,,,,
SMART WATCH REALME WATCH 2 PRO BLACK,smartwatch,87.941425,,,,,
SMART WATCH TICWATCH E 3 BLACK WEAR OS,smartwatch,275.6754,,,,,
SMART WATCH TICWATCH PRO 3 GPS BLACK WEAR OS,smartwatch,398.1978,,,,,
SMART WATCH TICWATCH PRO 3 ULTRA GPS SHADOW BLACK,smartwatch,377.7774,,,,,
SMART WATCH X8MAX IP67 FOX LILA,electro,29.208465,,,,,
SMART WATCH X8MAX IP67 FOX ROJO,electro,27.08134,,,,,
SMART WATCH XIAOMI AMAZFIT GTR 2 ALUMINUM ALLOY BK,smartwatch,221.865215,,,,,
SMART WATCH XIAOMI AMAZFIT T-REX 2 A. BLACK &GOLD,smartwatch,285.265695,,,,,
SMART WATCH XIAOMI AMAZFIT T-REX PRO BLACK,smartwatch,243.05138,,,,,
SMART WATCH XIAOMI MI WATCH S1 ACTIVE SPORT BLACK,smartwatch,214.4142,,,,,
SODIMM DDR3 1GB MEMOX 1333,rams,15.21806,,,,,
SODIMM DDR3 1GB MEMOX 1333 CL9 (128X8),rams,17.734145,,,,,
SODIMM DDR3 1GB MEMOX 800MHZ,rams,13.83239,,,,,
SODIMM DDR4 16GB KINGSTON 2400 CL17 KVR,rams,100.509695,,,,,
SODIMM DDR4 16GB KINGSTON 2666 CL19 KCP 16GBIT,rams,167.678225,,,,,
SODIMM DDR4 16GB KINGSTON 2666 CL19 KVR,rams,152.289995,,,,,
SODIMM DDR4 4GB ADATA 2666MHZ SINGLE TRAY,rams,44.815485,,,,,
SODIMM DDR4 4GB KINGSTON 2666 CL19 KCP,rams,53.712945,,,,,
SODIMM DDR4 4GB KINGSTON 3200 KCP,rams,58.07659,,,,,
SODIMM DDR4 4GB QNAP 2666MHZ,rams,266.85087,,,,,
SODIMM DDR4 8GB ADATA 3200MHZ,rams,67.72766,,,,,
SODIMM DDR4 8GB HIKVISION 2666MHZ CL19 BLISTER,rams,59.00037,,,,,
SODIMM DDR4 8GB KINGSTON 2400 CL17 KVR,rams,63.01152,,,,,
SODIMM DDR4 8GB KINGSTON 2666 CL19 KCP (16GBITS),rams,87.83203,,,,,
SOFT IBM SIMPLY SPEAKING (RECONOCIMIENTO,accesorios,104.4835,,,,,
SOFTWARE P/ UPS TRV RUPS 2000,electro,0.33275,,,,,
SOPORTE DE TECHO DOBLE INTELAID (32-55),accesorios,159.33401,,,,,
SOPORTE MON ESCRITORIO P/2 MON 17-32`,accesorios,329.30271,,,,,
SOPORTE P/ MONITOR ESCRITORIO INTELAID (13-32),accesorios,117.46075,,,,,
SOPORTE P/TABLET-NB PLEGABLE 6 POSIC,accesorios,33.15521,,,,,
SOPORTE PARED EPSON P/PROYECT 675/695Wi/1450/1460,proyector,141.41875,,,,,
SOPORTE PARED EPSON U.CORTO P/PROYECT 725Wi/1485Fi,proyector,151.44118,,,,,
SOPORTE TV/MON ESCRITORIO INTELAID 13`-32`,accesorios,73.65754,,,,,
SOPORTE TV/MON EXTENSIBLE PARED INTELAID 23`-55`,accesorios,42.37904,,,,,
"SOPORTE TV/MON FIJO PARED 13""- 22"" BULK",accesorios,8.0223,,,,,
SOPORTE TV/MON FIJO PARED INTELAID 32`-55`,accesorios,49.45996,,,,,
SOPORTE TV/MON FIJO PARED INTELAID 37`-70`,accesorios,58.65717,,,,,
SOPORTE TV/MON MOVIBLE PARED INTELAID 10`- 42` CD,accesorios,10.75448,,,,,
SOPORTE TV/MON MOVIBLE PARED INTELAID 35`-55`,accesorios,39.47746,,,,,
SOUND CARD 32 PCI ENCORE 8 CHANNEL,accesorios,15.38823,,,,,
SSD 1.92TB HPE SAS MU LFF SCC VS MV,discos,1322.464,,,,,
SSD 1.92TB HPE SAS MU LFF SCC VS MV (CAJA ABIERTA),discos,1269.56544,,,,,
SSD 1TB WESTERN DIGITAL RED 2.5,discos,271.676405,,,,,
SSD 240GB ADATA SU630 BLISTER,discos,47.03985,,,,,
SSD 240GB GIGABYTE SATA 6.0GB/S,discos,59.72967,,,,,
SSD 240GB HIKVISION C100 SINGLE TRAY,discos,49.8355,,,,,
SSD 240GB KINGSTON A400 SATAIII 2.5,discos,47.902855,,,,,
SSD 240GB MSI SPATIUM S270 SATA 6.0GB/S,discos,47.319415,,,,,
SSD 256GB KINGSTON KC600 SATAIII 2.5,discos,78.168805,,,,,
SSD 480GB ADATA SU630 BLISTER,discos,85.802145,,,,,
SSD 480GB KINGSTON A400 SATAIII 2.5,discos,84.197685,,,,,
SSD 480GB WESTERN DIGITAL GREEN 2.5 545MB/S,discos,82.325815,,,,,
SSD 480GB WESTERN DIGITAL GREEN 2.5 545MB/S,discos,80.87937,,,,,
SSD 960GB KINGSTON A400 SATAIII 2.5,discos,148.97168,,,,,
SSD M.2 240GB WESTERN DIGITAL GREEN 545MB/S,discos,62.950745,,,,,
SSD M.2 480GB WESTERN DIGITAL GREEN 545MB/S,discos,84.06398,,,,,
SSD M.2 NVME 1TB ADATA FALCON,discos,195.9386,,,,,
SSD M.2 NVME 1TB ADATA XPG GAMMIX S50 LITE,discos,223.226575,,,,,
SSD M.2 NVME 1TB ADATA XPG GAMMIXS11 PRO COLOR BOX,discos,223.226575,,,,,
SSD M.2 NVME 1TB GIGABYTE AORUS GEN4 7000S BOX,discos,385.60522,,,,,
SSD M.2 NVME 1TB GIGABYTE BOX,discos,174.728125,,,,,
SSD M.2 NVME 1TB HIKVISION E3000,discos,157.60173,,,,,
SSD M.2 NVME 1TB KINGSTON NV2,discos,134.008875,,,,,
SSD M.2 NVME 1TB SEAGATE FIRECUDA 530 7300/6000,discos,348.14351,,,,,
SSD M.2 NVME 1TB WESTERN DIGITAL BLACK SN 770,discos,176.07733,,,,,
SSD M.2 NVME 1TB WESTERN DIGITAL BLUE SN 570,discos,174.509335,,,,,
SSD M.2 NVME 250GB KINGSTON NV2,discos,48.583535,,,,,
SSD M.2 NVME 256GB GIGABYTE BOX,discos,51.09962,,,,,
SSD M.2 NVME 480GB KINGSTON DC1000B,discos,252.38642,,,,,
SSD M.2 NVME 500GB KINGSTON NV2,discos,73.70792,,,,,
SSD M.2 NVME 500GB WESTERN DIGITAL BLUE SN 570,discos,93.81229,,,,,
SSD M.2 NVME 512GB HIKVISION E3000,discos,72.85707,,,,,
SSD M.2 NVME 960GB KINGSTON DC1000B,discos,457.866695,,,,,
SSD M.2 NVME 960GB WESTERN DIGITAL GREEN SN350,discos,138.44545,,,,,
SSD SAS HPE 960GB MU SFF BC VS MV,discos,2238.34325,,,,,
SSD SATA HPE 1.92TB MU SFF BC MV,discos,3203.754125,,,,,
SSD SATA HPE 960GB MU SFF BC MV,discos,1666.000765,,,,,
STORAGE HPE MSA 2060 SAN FC DC SFF,accesorios,14102.048675,,,,,
STORAGE IBM DS3512 DUAL CONTROLLER,accesorios,4401.021625,,,,,
STORAGE IBM DS3524 DUAL CONTROLLER,accesorios,3978.79339,,,,,
STRAP PARA  AMAZFIT GTS 2  BLACK NEGRO,accesorios,6.12612,,,,,
STRAP PARA  AMAZFIT ZEPP E CIRCEL BLACK NEGRO,accesorios,6.12612,,,,,
STRETCH FILM AUTOMATICO NEGRO,accesorios,5.24414,,,,,
STRETCH FILM CRISTAL,accesorios,1.55584,,,,,
SUQUIA CA AH U$S 002818/0 SUC 032,accesorios,183.85103,,,,,
Switch  8P Aruba Instant On 1830 8G Switch,accesorios,193.787165,,,,,
SWITCH 24P Aruba Instant On 1930 24G 4SFP+,accesorios,489.09289,,,,,
Switch 24P Aruba Instant On 1960 24G 2SFP+2 10XGT,accesorios,1438.4227,,,,,
Switch 48P Aruba 6100 4SFP+,accesorios,3011.923915,,,,,
SWITCH 48P Aruba Instant On 1930 48 PoE 370W 4SFP+,accesorios,1598.759305,,,,,
SWITCH 48P HPEOfficeC 1950-48G-2SFP+-2XGT-PoE+370W,accesorios,2088.32624,,,,,
SWITCH 5P TP-LINK SG1005D GIGABIT DESKTOP,accesorios,25.075765,,,,,
SWITCH HPE 6Gb SAS BL Switch Single Pack,accesorios,1936.376585,,,,,
SWITCH LENOVO FLEX FC3052 8GB 2p,accesorios,203.170825,,,,,
SWITCH LENOVO FLEX FC3171 8GB,accesorios,396.76351,,,,,
SWITCH LENOVO FLEX FC5022 16GB,accesorios,971.1845,,,,,
System x3650 M5 ODD Cable,accesorios,28.28375,,,,,
TABLA DIGITALIZADORA GENIUS EASYPEN I405X USB,mouse,55.71852,,,,,
TABLET 10 ALCATEL 1T BLACK 1GB+16GB,tablets,165.247225,,,,,
TABLET 10 TCL 10 LITE 1+16 BLACK,tablets,186.858815,,,,,
TABLET 7 ALCATEL 1T BLACK 1GB+16GB,tablets,98.759375,,,,,
TABLET 7 PERFORMANCE A133 4CORE 2G+16G + FUNDA,tablets,95.85433,,,,,
TAG ID CYGNUS MF 13.56 MHz,camaras,1.09142,,,,,
Taladro C/Perc. 10mm POWER TOOLS P-9110,electro,27.76466,,,,,
TAPA CIEGA FURUKAWA PARA FACE PLATE  BLANCO X10,cables,10.92751,,,,,
TAPA FRENTE CDRW BLACK LITE ON,accesorios,0.26741,,,,,
TAPA FRENTE COMBO BLACK LITE ON,accesorios,0.43758,,,,,
TAPA FRENTE DVD-W BLACK SAMSUNG,accesorios,0.182325,,,,,
TAPA GABITEL ORG 2U MIXTO (N),electro,9.87602,,,,,
TAPA GABITEL ORG 2U SIMPLE/EMBU (N),electro,9.87602,,,,,
TARJETA DE EXPANSI�N DE RED 2.5 GBE DUAL PORT QNAP,redes,173.98667,,,,,
TARJETA DE EXPANSI�N DE RED SFP+10GBASE-T QNAP,redes,244.63153,,,,,
TARJETA DE RED LENOVO (CIOv) BLADE CENTER,redes,108.78725,,,,,
TARJETA HBA IBM 8GB FC EMULEX 2 PUERTOS,accesorios,360.36825,,,,,
TARJETA HBA IBM FC 16GB EMULEX 1 PUERTO,accesorios,796.83318,,,,,
TARJETA HBA LENOVO 6Gb SAS 1 PUERTO,accesorios,248.42389,,,,,
TEC+MOUSE  LOGITECH MK120  BLACK C/CABLE ESP ( I ),mouse,30.48474,,,,,
TEC+MOUSE  LOGITECH MK120 C/CABLE  BLACK ING ( I ),mouse,30.48474,,,,,
TEC+MOUSE  LOGITECH MK200  INGLES BLACK ( I ),mouse,40.81649,,,,,
TEC+MOUSE  LOGITECH MK270 WIRELESS BLACK EXPO,mouse,29.743285,,,,,
TEC+MOUSE  LOGITECH MK270 WIRELESS BLACK ING ( I ),mouse,49.239905,,,,,
TEC+MOUSE CX LK-66385 USB BLACK,teclados,12.993695,,,,,
TEC+MOUSE DELL KM300C LATINO USB BLACK,teclados,27.56754,,,,,
TEC+MOUSE GIGABYTE KM6300 USB BLACK,teclados,17.442425,,,,,
TEC+MOUSE HP WIRELESS,mouse,67.19284,,,,,
TEC+MOUSE LOGITECH MK270 ING WIRELESS ( I ),teclados,48.996805,,,,,
TEC+MOUSE LOGITECH MK295 WIRELESS ING GRAPHI ( I ),teclados,51.58582,,,,,
TEC+MOUSE LOGITECH MK345 ING BLACK ( I ),mouse,58.44124,,,,,
TEC+MOUSE TRUST PRIMO BLACK USB SILENCIOSO,teclados,14.75617,,,,,
TEC+MOUSE WIRELESS GENIUS KM-8101 BLACK,teclados,24.103365,,,,,
TECLADO ACER GAMER OKB930,teclados,34.32572,,,,,
TECLADO ADATA XPG MAGE MECANIC RED RGB,teclados,89.92269,,,,,
TECLADO ADATA XPG SUMMONER CHERRY BLUE RGB,teclados,115.557585,,,,,
TECLADO ADATA XPG SUMMONER CHERRY RED RGB,teclados,150.94079,,,,,
TECLADO ASUS SLIM BLACK USB OEM,teclados,29.172,,,,,
TECLADO CX SLIM WK-718 (CAJA DA�ADA),electro,7.110675,,,,,
TECLADO CX USB BLACK(KB213),accesorios,7.378085,,,,,
TECLADO DELL KB216 USB BLACK *** INGLES ***,accesorios,20.092215,,,,,
TECLADO EVGA Z12 RGB COLOR MEMBRANA SP,teclados,61.516455,,,,,
TECLADO EVGA Z20 RGB OPTICAL MECHANICAL CLICKY,teclados,167.44728,,,,,
TECLADO EVGA Z20 RGB OPTICAL MECHANICAL LINEAR ESP,teclados,172.86841,,,,,
TECLADO GAMEMAX K207-S ILUMINADO 3 COLORES USB,teclados,20.311005,,,,,
TECLADO GAMEMAX KG801 MECANICO RGB USB,teclados,100.81357,,,,,
TECLADO GENIUS GAMING GX K215 SP USB,teclados,19.86127,,,,,
TECLADO GENIUS GAMING GX Scorpion K8  SP BLACK,teclados,33.18315,,,,,
TECLADO GENIUS KB-116 USB BLACK,teclados,10.319595,,,,,
TECLADO GENIUS KB-118 USB BLACK,teclados,10.587005,,,,,
TECLADO LOGITECH K120 ING USB BLACK ( I ),teclados,16.591575,,,,,
TECLADO LOGITECH K400 PLUS WIFI TOUCH ( I ),teclados,66.97405,,,,,
TECLADO MSI VIGOR GK50 LOW PROFILE US,teclados,109.80827,,,,,
TECLADO PERFORMANCE K820D USB BLACK,accesorios,7.353775,,,,,
TECLADO PERFORMANCE KEQ-022 USB BLACK,teclados,5.141565,,,,,
TERMOMETRO DIGITAL INFRAROJO SIN CONTACTO,accesorios,36.14996,,,,,
TERMOMETRO DIGITAL INFRAROJO SIN CONTACTO,accesorios,32.92894,,,,,
TESTER PARA REDES GLC RJ45/RJ11,cables,20.60388,,,,,
TIRA DE LED SMART TP-LINK TAPO L900-10 10MTS,electro,75.09359,,,,,
TIRA DE LED SMART TP-LINK TAPO L900-5 5MTS,electro,40.220895,,,,,
"TONER BROTHER TN-1060 1,000 PAG (NEGRO)",impresion,57.19307,,,,,
"TONER BROTHER TN-2370 2,600 PAG (NEGRO)",impresion,89.09714,,,,,
"TONER BROTHER TN-319 6,000 PAG (AMARILLO)",impresion,168.9039,,,,,
"TONER BROTHER TN-319 6,000 PAG (CYAN)",impresion,168.9039,,,,,
"TONER BROTHER TN-360 2,600 PAG (NEGRO)",impresion,123.2506,,,,,
"TONER BROTHER TN-419 9,000 PAG (AMARILLO)",impresion,209.93863,,,,,
"TONER BROTHER TN-419 9,000 PAG (CYAN)",impresion,209.93863,,,,,
"TONER BROTHER TN-419 9,000 PAG (MAGENTA)",impresion,209.93863,,,,,
"TONER BROTHER TN-419 9,000 PAG (NEGRO)",impresion,114.31959,,,,,
"TONER BROTHER TN-750 8,000 PAG (NEGRO)",impresion,228.38629,,,,,
TONER HP Q7553A P/HP P2014/P2015/M2727,impresion,103.60504,,,,,
TONER LEXMARK 10S0063 P/E210,impresion,75.00185,,,,,
TONER LEXMARK 10S0063 P/LEXMARK E-210 RECICLADO,impresion,58.11146,,,,,
TONER LEXMARK 12018SL P/E120,impresion,249.0301,,,,,
TONER LEXMARK 12A0825 P/Optra Se 3455,impresion,163.93927,,,,,
TONER LEXMARK 12A4715 P/T420,impresion,325.18992,,,,,
TONER LEXMARK 12A5840 OPTRA T610/12/14/6,impresion,599.41585,,,,,
"TONER LEXMARK 12A6865 P/ T620, T622",impresion,291.15625,,,,,
TONER LEXMARK 12A7415 T420/D/DN,impresion,244.89069,,,,,
TONER LEXMARK 15G041C CYAN C752 / C762 / X752 / X7,impresion,270.12645,,,,,
TONER LEXMARK 15G041M MAGENTA C752 / C762 / X752 /,impresion,270.12645,,,,,
TONER LEXMARK 15G041Y AMARILLO C752 / C762 / X752,impresion,664.9676,,,,,
"TONER LEXMARK 24018SL  P/ E230, E232, E330",impresion,129.22679,,,,,
TONER LEXMARK 34018HL P/ E330/340/342,impresion,255.31242,,,,,
TONER LEXMARK 64018HL P/ T640/T642/T644,impresion,443.66223,,,,,
TONER LEXMARK ALTO REND 60F4H00 (604H),impresion,436.9673,,,,,
TONER LEXMARK AMARILLO 20K1402 C510 S/CAJA,impresion,215.18277,,,,,
TONER LEXMARK AMARILLO STANDARD 70C80Y0 (708Y),impresion,119.43063,,,,,
TONER LEXMARK C500H2CG CYAN P/ C500,impresion,132.44781,,,,,
TONER LEXMARK C500H2KG BLACK P/C500,impresion,129.14693,,,,,
TONER LEXMARK C500H2KG BLACK P/C500 S/CAJA,impresion,129.107,,,,,
TONER LEXMARK C500H2MG MAGENTA P/C500,impresion,132.44781,,,,,
TONER LEXMARK C500H2YG YELLOW P/C500,impresion,189.21496,,,,,
TONER LEXMARK C500S2MG MAGENTA P/C500(CAJA DA�ADA),impresion,54.90375,,,,,
TONER LEXMARK C5220MS MAGENTA P/C522/C524/C53x,impresion,120.12275,,,,,
TONER LEXMARK C534 ALTO REND CYAN,impresion,102.42045,,,,,
TONER LEXMARK C534 MAGENTA  ALTO REND C5340MX,impresion,64.16751,,,,,
TONER LEXMARK C544X1CG CYAN XL P/C544,impresion,124.74132,,,,,
TONER LEXMARK C7700K C77X K HY LRP PC,impresion,418.04048,,,,,
TONER LEXMARK C780A1CG CYAN C920/935,impresion,135.06988,,,,,
TONER LEXMARK C780A1YG YELLOW C/920/935,impresion,540.2529,,,,,
TONER LEXMARK C780H1CG CYAN,impresion,173.03,,,,,
TONER LEXMARK C782X1CG CYAN,impresion,68.21375,,,,,
TONER LEXMARK C782X1MG MAGENTA,impresion,300.28691,,,,,
TONER LEXMARK C782X1YG YELLOW,impresion,300.28691,,,,,
TONER LEXMARK C930H2KG BLACK,impresion,136.4275,,,,,
TONER LEXMARK CIAN STANDARD 70C80C0 (708C),impresion,119.43063,,,,,
TONER LEXMARK CYAN C510 20K1400,impresion,182.55996,,,,,
TONER LEXMARK E360H11L,impresion,540.75868,,,,,
TONER LEXMARK E450A11L  P/E450,impresion,72.77908,,,,,
TONER LEXMARK E450H11L ALTO RENDIMIENTO,impresion,437.30005,,,,,
TONER LEXMARK NEGRO ALTO REND 52D4H00 (524H),impresion,601.85158,,,,,
TONER LEXMARK NEGRO STANDARD 70C80K0 (708K),impresion,90.88068,,,,,
TONER LEXMARK P/T65X T650A11L,impresion,253.52888,,,,,
TONER LEXMARK REND STANDARD 60F4000 (604),impresion,174.69375,,,,,
TONER LEXMARK X463H11G,impresion,460.60586,,,,,
TONER LEXMARK X560 ALTO REND CYAN X560H2CG,impresion,234.54882,,,,,
TONER LEXMARK X560 ALTO REND NEGRO X560H2KG,impresion,173.40268,,,,,
TONER LEXMARK X644X11L MFL X644,impresion,516.62765,,,,,
TONER LEXMARK X651H11L X65X,impresion,297.73139,,,,,
TONER SAMSUNG CLT-C406S  P/ SL-C410W/SL-C460W CYAN,impresion,59.895,,,,,
TONER SAMSUNG CLT-C407S P/ CLP-325/320N/3185 CYAN,impresion,72.8057,,,,,
TONER SAMSUNG CLT-C409S P/ CLP-315 CYAN,impresion,77.35772,,,,,
TONER SAMSUNG CLT-K506L CLP-680DW/CLX-6260 BLACK,impresion,139.78162,,,,,
"TONER SAMSUNG CLT-M404S P/SL-C430W, C480W  MAGENTA",impresion,68.0141,,,,,
TONER SAMSUNG CLT-M406S P/SL-C410W/SL-C460W  MAG,impresion,44.92125,,,,,
TONER SAMSUNG CLT-M407S P/ CLP -325/320N/3185 MAG,impresion,72.8057,,,,,
TONER SAMSUNG CLT-M409S P/ CLP -315 MAGENTA,impresion,77.35772,,,,,
TONER SAMSUNG ML-D4550B/SEE P/ ML 4050N/4551ND,impresion,57.4992,,,,,
TONER SAMSUNG MLT-D209L P/ SCX-4824FN/ML-2855ND,impresion,161.50354,,,,,
TONER-CANON NPG10 (COMPATIBLE NP-60),impresion,2.27601,,,,,
TONER-CANON NPG4 ( NP-6241/4050),impresion,2.27601,,,,,
TORNILLO DE SEGURIDAD C/LLAVE PARA GABINETE,cables,10.99406,,,,,
TOSTADORA ELECTRICA SMARTLIFE SL-TO1301B,electro,31.78428,,,,,
TOTEM LFD 55` CX -55 INDOOR (EN EXPO),electro,2983.10375,,,,,
TOTEM LFD 55` CX-55 INDOOR CAPACITIVE TOUCH,electro,3095.61109,,,,,
TOUCH PEN CX P/TABLET SMARTPHONE SILVER ALUMINIO,accesorios,3.98684,,,,,
TRAFO 12V 500MA 2.5 VCC,fuentes,9.41017,,,,,
TRANSCEIVER Aruba 10G SFP+ LC LR 10km SMF XCVR,accesorios,5462.7001,,,,,
TRANSCEIVER Aruba 10G SFP+ LC SR 300m MMF XCVR,accesorios,1026.307425,,,,,
TRANSCEIVER Aruba HPE X120 1G SFP LC LX  (L),accesorios,1150.264115,,,,,
TRANSCEIVER CISCO SFP-10G-SR=,accesorios,750.64407,,,,,
TRANSCEIVER GLC 1550NM 1.25Gb/s LC 40km DDM SM,cables,72.47295,,,,,
TRANSCEIVER HPE Aruba 1G SFP LC LX 10km SMF XCVR,accesorios,703.48278,,,,,
TRANSCEIVER HPE Aruba 1G SFP LC SX 500m MMF XCVR,accesorios,289.641495,,,,,
TRANSCEIVER HPE MSA 2040 8Gb SW FC SFP 4 Pk,accesorios,34.7633,,,,,
TRANSCEIVER HPE X130 10G XFP LC SR (L),accesorios,1016.83076,,,,,
TRANSCEIVER HPE X130 SFP+ LC LR (L),accesorios,2347.56808,,,,,
TRANSCEIVER HPE X130 SFP+ LC SR (L),accesorios,918.79645,,,,,
TRANSCEIVER IBM SFP SW 8GB,redes,63.81375,,,,,
TRIPODE GENIUS MINI PARA WEBCAM,webcams,8.61157,,,,,
TV 32 SMART AOC HD S5295,electro,302.41651,,,,,
TV 32 SMART MOTOROLA HD  ANDROID E3A,electro,264.12364,,,,,
TV 32 SMART PHILIPS HD 32PHD6825,electro,331.52548,,,,,
TV 32 SMART PHILIPS HD 32PHD6917/77,electro,371.85478,,,,,
TV 32 SMART RCA HD ANDROID C32AND-F,electro,284.3016,,,,,
TV 32 SMART SAMSUNG HD UN32T4300A,electro,397.22364,,,,,
TV 32 SMART TCL ANDROID TV L32S65A,electro,312.785,,,,,
TV 39 SMART RCA ANDROID DIGITAL HD C39AND,electro,379.92064,,,,,
TV 40 SMART TCL ANDROID TV-RV L40S66E,electro,401.90876,,,,,
TV 43 SMART AOC FULL HD S5295,electro,433.18726,,,,,
TV 43 SMART MOTOROLA FULL HD ANDROID,electro,391.06111,,,,,
TV 43 SMART PHILIPS FULL HD - D6825,electro,466.56874,,,,,
TV 43 SMART PHILIPS FULL HD ANDROID 43PFD6917,electro,510.22554,,,,,
TV 43 SMART SAMSUNG FULL HD UN43T5300,electro,572.76923,,,,,
TV 43 SMART SAMSUNG UHD  UN43AU7000G,electro,717.70182,,,,,
TV 50 SMART MOTOROLA 4K UHD ANDROID,electro,578.985,,,,,
TV 50 SMART PHILIPS 4K UHD ANDROID 50PUD7406,electro,785.07704,,,,,
TV 50 SMART RCA 4K AND50FXUHD-F ANDROID UHD,electro,610.67611,,,,,
TV 50 SMART SAMSUNG 4K UHD UN50AU7000G,electro,793.19614,,,,,
TV 50 SMART TCL 4K UHD GOOGLE TV-RV L50P725,electro,599.12303,,,,,
TV 55 QLED SMART SAMSUNG 4K QN55Q60A,electro,1288.6742,,,,,
TV 55 SMART MOTOROLA 4K UHD ANDROID G22,electro,638.88,,,,,
TV 55 SMART PHILIPS 4K UHD ANDROID 55PUD7406,electro,879.97734,,,,,
TV 55 SMART PHILIPS 4K UHD ANDROID 55PUD7906,electro,880.42988,,,,,
TV 55 SMART SAMSUNG 4K UHD UN55AU7000G,electro,1157.66387,,,,,
TV 55 SMART TCL 4K UHD GOOGLE TV-RV L55P725-F,electro,798.6,,,,,
TV 55 SMART TCL 4K UHD GOOGLE TV-RV L55P735-F,electro,781.9625,,,,,
TV 65 QLED SMART SAMSUNG 4K QN65Q700AAG,electro,2159.4144,,,,,
TV 65 QLED SMART SAMSUNG 4K THE FRAME QN65LS03A,electro,2848.69937,,,,,
TV 65 SMART SAMSUNG 4K UHD UN65AU7000G,electro,1470.28915,,,,,
TV 65 SMART TCL 4K QLED GOOGLE TV-RV L65C725,electro,1439.14375,,,,,
TV 65 SMART TCL UHD GOOGLE L65P735,electro,1112.38325,,,,,
TV 70 SMART PHILIPS 4K UHD ANDROID 70PUD7906/77,electro,1608.02103,,,,,
TV 75 SMART PHILIPS 4K UHD ANDROID 75PUD8516,electro,2238.91503,,,,,
TV STICK XIAOMI MI TV ANDROID 9.0 HDMI 2K SINTRAFO,electro,91.98541,,,,,
TV STICK XIAOMI MI TV ANDROID 9.0 HDMI 2K SINTRAFO,electro,93.02359,,,,,
UBIQUITI AIRGRID 5M FEED 11X14 GRID REFLECTOR,redes,127.28716,,,,,
UBIQUITI AIRGRID M5 FEED 17X24 GRID REFLECTOR,redes,31.153265,,,,,
UBIQUITI GRID REFLECTOR 11X14 MOUNT.BRACKET,redes,5.25096,,,,,
UBIQUITI GRID REFLECTOR 17X24 MOUNT BRACKET,redes,6.648785,,,,,
UBIQUITI XR2 MINIPCI 802.11B/G 2.4GHZ 600MW,redes,53.40907,,,,,
UNIDAD DE FUSION 220V EPL5700 -28488-,accesorios,57.67223,,,,,
UNIDAD DE IMPRESION GTC XEROX 3052/3260/3215/3225,impresion,22.33418,,,,,
UNIDAD DE VENT GLC CON 2 TURBINAS,cables,323.81899,,,,,
UNIDAD DE VENT TECHO GABITEL 4 TURB (N),electro,470.09589,,,,,
Unidad reveladora en Magenta (700D3),impresion,66.13739,,,,,
UNIDAD VENTILACION GABITEL MURAL FAN 4`,electro,117.5273,,,,,
UNIDAD VENTILACION GABITEL MURAL FILTRO 4`,electro,43.6568,,,,,
UNIDAD VENTILACION GABITEL REJILLA METALICA 4`,electro,13.0438,,,,,
"UNIT-HOUSING_BOTTOM;RISA,-,PC/ABS,-,BLAC",accesorios,7.02559,,,,,
UPGRADE CONTROLADORA RAID C105 8-Pack Enabler,accesorios,26.996255,,,,,
UPGRADE RAID 5 IBM M5100  1GB FLASH,accesorios,536.339375,,,,,
UPS APC BACK 1200VA 230V (TOMAS IRAM),electro,370.058975,,,,,
UPS APC BACK 1600VA 230V (TOMAS IRAM),electro,420.016025,,,,,
UPS APC BACK 2200VA 230V (TOMAS IRAM),electro,591.4623,,,,,
UPS APC BACK 550VA 230V (TOMAS IRAM),electro,167.30142,,,,,
UPS APC BACK EASY BV 1000VA,electro,228.696325,,,,,
UPS APC BACK EASY BV 500VA,electro,132.914925,,,,,
UPS APC BACK EASY BV 650VA,electro,161.989685,,,,,
UPS APC BACK EASY BV 800VA,electro,203.997365,,,,,
UPS APC BACK PRO 1200VA 230V (TOMAS IRAM),electro,584.92291,,,,,
UPS APC BACK PRO 1500VA 230V (TOMAS IRAM),electro,750.30384,,,,,
UPS APC BACK PRO 900VA 230V (TOMAS IRAM),electro,430.62734,,,,,
"UPS APC Easy UPS 3S de 20 kVA, 8Aut(3:3)",electro,18702.351525,,,,,
UPS APC ONLINE EASY SRV 10000/230V EXP (2BULTOS),electro,5115.516835,,,,,
UPS APC ONLINE EASY SRV 1000VA/230V RACK (2BULTOS),electro,929.650865,,,,,
UPS APC ONLINE EASY SRV 1000VA/230V RACK(4BULTOS),electro,1090.583065,,,,,
UPS APC ONLINE EASY SRV 2000VA/230V EXP (2BULTOS),electro,1525.25802,,,,,
